"created_at","text"
2020-03-27,"thomas massie a kentucky republican says he will force lawmakers to come to the house floor to vote on the coronavirus stimulus plan the vote is still likely today"
2020-03-27,"britain's queen elizabeth ii remains in good health buckingham palace says after news that prime minister johnson tested positive for coronavirus follow live updates"
2020-03-27,"british prime minister boris johnson has tested positive for coronavirus he says on twitter that he is isolating with mild symptoms"
2020-03-27,"the trump administration's environmental protection agency is indefinitely dialing back enforcement of regulations and fines for companies during the coronavirus pandemic"
2020-03-27,"mark blum a veteran stage actor known for films including desperately seeking susan and crocodile dundee has died due to complications from covid"
2020-03-26,"just in the united states now has more reported coronavirus cases than any other country in the world according to a cnn tally"
2020-03-26,"just in the us now has more coronavirus cases reported than italy with more than cases according to a cnn tally china still leads the global number of reported cases with more than cases according to data from johns hopkins university"
2020-03-26,"ethiopia pardons more than prisoners as part of efforts to contain the spread of coronavirus follow live updates"
2020-03-26,"coronavirus has now killed more than people in the us follow live updates"
2020-03-26,"the us posts million initial unemployment insurance claims as coronavirus forces a record number of americans to seek help"
2020-03-26,"coronavirus deaths exceed in spain the nation with the secondmost fatalities"
2020-03-26,"breaking senate approves historic trillion stimulus deal amid growing coronavirus fears"
2020-03-26,"all mormon temples worldwide are closing due to the coronavirus pandemic the church of jesus christ of latterday saints says"
2020-03-26,"a marine who works inside the pentagon has coronavirus the marines say making this the first military person based there to test positive"
2020-03-25,"deadline to get a real id pushed back at least a year due to the coronavirus pandemic"
2020-03-25,"the th annual tony awards will be postponed due to coronavirus the show is production company says"
2020-03-25,"the us has issued an order freezing the movements of all us troops overseas for days due to the coronavirus pandemic officials say"
2020-03-25,"the uk plans to ramp up coronavirus testing despite global shortage in available tests officials say"
2020-03-25,"worldrenowned chef floyd cardoz is dead at after testing positive for coronavirus"
2020-03-25,"at least nine amazon warehouses are dealing with coronavirus cases according to amazon and local media reports follow live updates"
2020-03-25,"thailand's prime minister announces a state of emergency starting thursday and in effect until april as the country combats coronavirus follow live updates"
2020-03-25,"spain overtakes china as the country with the secondhighest number of deaths in the coronavirus pandemic italy currently has the highest death toll"
2020-03-25,"prince charles the yearold heir to the british throne has tested positive for coronavirus according to a statement"
2020-03-25,"the white house and senate reached a historic trillion stimulus deal to jolt the economy struggling through the coronavirus pandemic"
2020-03-25,"us sees deadliest day since the coronavirus pandemic began with at least deaths"
2020-03-25,"illegal border crossings and lawful travel drop amid the coronavirus pandemic"
2020-03-24,"acclaimed playwright terrence mcnally has died due to complications from the coronavirus he was"
2020-03-24,"white house coronavirus official dr birx says anyone who was in new york city should selfquarantine for days after they left the metro area"
2020-03-24,"immigration and customs enforcement announces the first case of a detainee testing positive for coronavirus"
2020-03-24,"us stocks ended in the green on tuesday recouping all of mondaya cent s losses as investors grew optimistic about the governmenta cent s response to the coronavirus crisis the dow closed up the sampp finished up the nasdaq composite rose"
2020-03-24,"trump says he wants the us opened up and just raring to go by easter a date few experts believe will be sufficient to contains coronavirus' spread"
2020-03-24,"harvard university president lawrence s bacow says he and his wife have tested positive for coronavirus"
2020-03-24,"new york gov cuomo says the apex of the state's coronavirus outbreak will be higher and sooner than expected and the rate of infections is accelerating follow live updates"
2020-03-24,"india's prime minister modi orders a threeweek nationwide lockdown in a bid to curb the spread of coronavirus follow live updates"
2020-03-24,"ford says it is working with m and ge healthcare to produce medical equipment and protective gear to address coronavirus shortages"
2020-03-24,"jazz musician manu dibango has died of coronavirus according to his official facebook page he influenced musicians around the globe and was often sampled most famously in michael jackson's wanna be startin' somethin'"
2020-03-24,"italy's aviation authority says police may use drones to monitor people's movement in order to contain the coronavirus outbreak follow live updates"
2020-03-24,"a phoenixarea man is dead and his wife is under critical care after they took chloroquine phosphate in an apparent attempt to selfmedicate for the novel coronavirus a hospital says"
2020-03-24,"the us olympic and paralympic committee urges the tokyo games be postponed because of the coronavirus pandemic"
2020-03-23,"more than people died from coronavirus in a single day in the us bringing the nation's death toll to at least people"
2020-03-23,"us stocks ended in the red after the senate failed for a second time to vote through the coronavirus economic relief package the dow finished or points lower the sampp closed down the nasdaq composite finished lower"
2020-03-23,"chloroquine a drug typically used to treat malaria will be included in a large global clinical trial evaluating potential coronavirus treatment a who official says"
2020-03-23,"instacart says it will hire contract workers to meet surging demand for grocery deliveries because of coronavirus"
2020-03-23,"the chief state judge in new jersey orders the release of hundreds of inmates in county jails because of dangers posed by coronavirus"
2020-03-23,"this week it is going to get bad the us surgeon general warns on coronavirus urging people to stay at home follow live updates"
2020-03-23,"health officials in nigeria have issued a warning over chloroquine after they said three people in the country overdosed on the drug in the wake of president trump's comments about using it to treat coronavirus"
2020-03-23,"hong kong bans all nonresidents from entering the city as the number of confirmed coronavirus cases almost doubled in the past week"
2020-03-23,"new delhi and major indian cities are going into lockdown until march"
2020-03-23,"italy has asked defense secretary mark esper for us military aid in combating coronavirus according to a us defense official"
2020-03-22,"a key procedural vote on a massive coronavirus stimulus bill failed in the senate as democrats lined up against it"
2020-03-22,"at least people have died from coronavirus in the us where there are more than cases"
2020-03-22,"president trump says the federal government has activated us national guard units for three of the states hardest hit by the novel coronavirus new york california and washington"
2020-03-22,"sen rand paul says he has tested positive for coronavirus but he does not have symptoms he is the first us senator to test positive"
2020-03-22,"more than healthcare workers in italy have been infected by coronavirus or about of the country's total cases the nation's national health institute says"
2020-03-22,"there are now at least confirmed coronavirus cases in the us follow live updates"
2020-03-22,"gov andrew cuomo says new york received no funding from the first federal coronavirus bill follow live updates"
2020-03-22,"the head of fema could not say how many medical masks the government has acquired to send to hospitals in dire need of supplies as coronavirus spreads"
2020-03-22,"vice president mike pence and second lady karen pence test negative for coronavirus his spokesperson says"
2020-03-22,"more than people in the us have died from coronavirus and there are more than cases nationwide"
2020-03-21,"the fda approves the use of a new onsite test that could detect coronavirus in approximately minutes"
2020-03-21,"vice president mike pence says he and his wife will be tested for coronavirus"
2020-03-20,"just in a staff member in vice president pence's office has tested positive for the coronavirus"
2020-03-20,"the uk government said it will subsidize the wages of any worker facing unemployment because of the coronavirus pandemic as it ordered the closure of pubs and restaurants to try to contain the outbreak"
2020-03-20,"all uk bars restaurants gyms and theaters must close starting saturday in a broadening effort to stem the spread of coronavirus"
2020-03-20,"president trump said the us is not considering a nationwide lockdown but praised new york and california for issuing stayathome orders"
2020-03-20,"the trump administration is limiting nonessential travel between the us and mexico due to coronavirus the action is similar to one taken with canada"
2020-03-20,"president trump announces that the federal government has temporarily waived all interest on federally held student loans for days due to the coronavirus outbreak"
2020-03-20,"new york gov cuomo says by executive order all nonessential workers across the state should stay home in an effort to contain coronavirus"
2020-03-20,"the us tax filing deadline is moving to july treasury secretary mnuchin says giving americans an extra three months in response to coronavirus"
2020-03-20,"the usled training effort in iraq aimed at combating isis has been suspended due to coronavirus according to a defense official follow live updates"
2020-03-20,"the governor of california places the state under a lockdown ordering all million residents to stay at home to prevent the spread of coronavirus"
2020-03-20,"haiti is now in full lockdown after reporting its first two cases of coronavirus"
2020-03-20,"two los angeles lakers players have tested positive for coronavirus the team says"
2020-03-19,"about onethird of californiaa cent s million residents have been told to shelter in place as part of an effort to stop the spread of coronavirus"
2020-03-19,"breaking president trump cancels the g meeting at camp david and makes it a teleconference due to the coronavirus"
2020-03-19,"just in senate republicans unveil trillion economic stimulus package to address the fallout from the coronavirus"
2020-03-19,"the state department says americans should not travel outside the us due to the coronavirus pandemic issuing its highest level travel alert"
2020-03-19,"actor daniel dae kim known for his roles on lost and hawaii says he is been diagnosed with coronavirus"
2020-03-19,"italy overtakes china as the country with the most coronavirusrelated deaths follow live updates"
2020-03-19,"president trump says hea cent s pushed the fda to eliminate barriers to getting therapeutics for coronavirus to patients"
2020-03-19,"a japanese olympic committee board member says athletes can not train adequately under coronavirus restrictions and the games should not go on in july"
2020-03-19,"prince albert ii of monaco has tested positive for covid a palace spokesperson says"
2020-03-19,"two tsa baggage screening officers at new york's jfk airport test positive for coronavirus follow live updates"
2020-03-19,"of people in madrid will get covid an official says"
2020-03-19,"london's tube network is closing dozens of stations and limiting its service starting thursday as people in the british capital brace for a possible coronavirus lockdown"
2020-03-19,"for the first time since the novel coronavirus outbreak began late last year china has reported no new local infections"
2020-03-19,"rep ben mcadams of utah tweeted that he has tested positive for coronavirus making him the second us lawmaker diagnosed"
2020-03-19,"president trump has signed into law a coronavirus relief package that includes provisions for free testing and paid emergency leave"
2020-03-18,"rep mario diazbalart is the first member of congress to test positive for coronavirus as national cases surpass"
2020-03-18,"ford general motors and fiat chrysler will temporarily shut down production in the face of the coronavirus outbreak a source says"
2020-03-18,"the us is putting a temporary pause on refugee admissions in light of the coronavirus pandemic sources say"
2020-03-18,"trump announces he is invoking the defense production act a wartime law to expand the production of masks and protective gear to prevent the spread of coronavirus"
2020-03-18,"a britishoperated cruise ship left stranded in the caribbean when people aboard became sick with coronavirus has finally docked in cuba"
2020-03-18,"this year's eurovision song contest has been canceled in the wake of the coronavirus pandemic organizers confirm"
2020-03-18,"the us surgeon general calls on healthy americans to donate blood the red cross is facing a severe shortage due to blood drive cancellations in response to coronavirus"
2020-03-18,"one of europe's bestknown outdoor music festivals glastonbury has been canceled due to the coronavirus outbreak its organizers say"
2020-03-18,"the white house office of management and budget has requested billion in emergency funding due to coronavirus"
2020-03-18,"the trump administration is pushing to use the coronavirus pandemic to reject all asylum seekers according to us officials briefed on the plans"
2020-03-18,"the air traffic control tower at chicago midway international airport is temporarily closed after several technicians at the facility tested positive for coronavirus the faa says"
2020-03-17,"us treasury secretary warned that the coronavirus pandemic could drive up us unemployment to a republican senate source says"
2020-03-17,"kevin durant is among the four members of the brooklyn nets who have tested positive for the coronavirus"
2020-03-17,"coronavirus is now in all us states after west virginia reports its first case follow live updates"
2020-03-17,"at least people have died from coronavirus across the us according to a cnn tally west virginia remains the only state without reported cases"
2020-03-17,"marriott international the world's largest hotel chain has started furloughing employees tens of thousands of workers could be affected by the furloughs as demand dries up for travel because of the growing coronavirus pandemic"
2020-03-17,"the trump administration is working to send money directly to americans in a bid to curb the economic fallout of the coronavirus crisis officials say"
2020-03-17,"maryland will postpone its presidential primary from april to june due to the coronavirus pandemic the state's governor says"
2020-03-17,"the kentucky derby the first leg of horse racing's prestigious triple crown has been postponed until september due to the coronavirus outbreak churchill downs confirms"
2020-03-17,"health officials warn the us government does not have enough stockpiled medical equipment to deal with the coronavirus"
2020-03-16,"saturday night live will not return from hiatus until further notice because of the coronavirus"
2020-03-16,"mcdonald's will close seating areas in all of its companyowned restaurants in the us due to coronavirus concerns"
2020-03-16,"the college board is canceling the may sat exams due to the coronavirus outbreak"
2020-03-16,"president trump is advising people not to gather in groups of more than in a set of new guidelines to fight coronavirus"
2020-03-16,"french president emmanuel macron bans all family and social gatherings saying the country is aoein a wara against the coronavirus outbreak france's borders will close starting at noon local time on tuesday"
2020-03-16,"actor idris elba says he has tested positive for covid but feels ok"
2020-03-16,"there are now at least confirmed coronavirus cases in the us follow live updates"
2020-03-16,"airlines slammed by coronavirus are requesting an aid package from the us government that could amount to billion industry group says"
2020-03-16,"the first participant in a seattle coronavirus vaccine trial has been given a dose proving that the vaccine is effective will take months experts say"
2020-03-16,"the eu plans to restrict all nonessential international travel to the region the who says europe is the coronavirus aoeepicentera"
2020-03-16,"the supreme court postpones oral arguments due to the coronavirus including a case concerning president trump's bid to shield his tax records"
2020-03-16,"kentucky's governor says he will issue an order today closing all bars and restaurants to inperson traffic to reduce the spread of coronavirus michigan ohio california and new york city have similar bans follow live updates"
2020-03-16,"global stock markets plunge after the us federal reserve cut interest rates to nearly zero to cushion the blow from coronavirus"
2020-03-16,"the us peace corps is temporarily suspending all operations around the world and evacuating its volunteers as the coronavirus pandemic spreads"
2020-03-16,"joe biden says having medicare for all in the united states would not help solve the coronavirus crisis"
2020-03-16,"both candidates say they would use the military to fight the coronavirus sanders i think we use all of the tools that make sense and using the national guardathat is something that has to be done biden i would call out the military now demdebate"
2020-03-16,"bernie sanders let us be honest and understand that this coronavirus pandemic exposes the incredible weakness and dysfunctionality of our current health care system demdebate"
2020-03-16,"bernie sanders on what he would do as president to help americans amid the coronavirus pandemic well the first thing we have got to do whether or not i am president is to shut this president up right now demdebate"
2020-03-16,"biden on confronting coronavirus crisis we have to deal with the economic fallout quickly and that means making sure the people who in fact lose their job do not get a paycheck can not pay their mortgage are able to pay it and pay them now demdebate"
2020-03-15,"nyc public schools the nation's largest school district will temporarily shut down in response to the coronavirus"
2020-03-15,"breaking in a bold action to support the economy during the coronavirus outbreak the us federal reserve announced it would cut its target interest rate to zero"
2020-03-15,"nike urban outfitters and other retailers plan to temporarily close stores over coronavirus concerns"
2020-03-15,"there are now at least us coronavirus cases and people across the nation have died in the outbreak only one us state has yet to report a case follow live updates"
2020-03-15,"a cruise ship carrying more than passengers with at least five confirmed coronavirus cases on board is frantically searching for somewhere to dock after it was refused entry at several caribbean ports"
2020-03-15,"the nation's top infectious disease expert does not rule out supporting a temporary us lockdown saying he would like to see a dramatic reduction in activity"
2020-03-15,"the odds are this is going to go on a lot longer and it would not surprise me at all if schools did not open again this yeara ohio govmikedewine says about the longterm impact of the coronavirus cnnsotu"
2020-03-15,"us citizens returning from overseas say they are waiting hours for coronavirus screening at airports"
2020-03-15,"a player for the detroit pistons tested positive for coronavirus the team announced this is the third nba player to test positive"
2020-03-14,"just in president trump has tested negative for the coronavirus the white house says"
2020-03-14,"new georgia becomes the second state to postpone its presidential primary due to the coronavirus"
2020-03-14,"israel has further tightened coronavirus restrictions including limiting gatherings to people and closing all leisure and entertainment venues effective sunday morning"
2020-03-14,"france will close all restaurants cafes cinemas and clubs to combat the spread of coronavirus the prime minister says"
2020-03-14,"president trump is considering some domestic travel restrictions specifically with regards to certain areas hard hit with the coronavirus"
2020-03-14,"trump says he is been tested for coronavirus vice president pence says travel to the us from the uk and ireland will be restricted"
2020-03-14,"vice president mike pence will hold a pm et news conference with members of the coronavirus task force from the white house"
2020-03-14,"the united kingdom department of health and social care confirms a total of people have died after contracting coronavirus"
2020-03-14,"an yearold woman who tested positive for coronavirus died in a new york city hospital friday gov andrew cuomo says marking the state's first coronavirusrelated death"
2020-03-14,"georgia gov brian kemp declares a public health state of emergency after his state saw the largest increase of coronavirus cases in a hour period to date"
2020-03-14,"just in house passes coronavirus relief bill after president trump announces his support"
2020-03-14,"the white house physician said in a memo that trump does not need to be quarantined after interactions with people who tested positive for coronavirus"
2020-03-14,"google will not be publishing a nationalscale website for coronavirus testing anytime soon contrary to claims made by president trump during a news conference"
2020-03-13,"house speaker nancy pelosi says a deal has been reached with the white house to pass a coronavirus response bill"
2020-03-13,"read text of president trump's national emergency declaration over the coronavirus"
2020-03-13,"president trump says he is experiencing no symptoms of the coronavirus despite contact with an infected brazilian official"
2020-03-13,"president trump says he does not support the current house coronavirus bill aoewe just do not think they are giving enough we do not think the democrats are giving enough we are negotiatinga"
2020-03-13,"trump claims private sector will provide million coronavirus tests within a month follow live updates"
2020-03-13,"president trump declares a national emergency to combat the coronavirus aoeia cent m urging every state to set upa emergency operation centersa effectively immediatelya"
2020-03-13,"denmark will temporarily close its borders to noncitizens in a move to curb the spread of coronavirus the prime minister says"
2020-03-13,"president trump is likely to make an emergency declaration this afternoon a move that would free up more federal resources to combat coronavirus according to two people familiar with the decision"
2020-03-13,"president trump will hold a news conference about coronavirus at pm et today"
2020-03-13,"michigan is closing all k school buildings until april as part of the state's efforts to slow the spread of the coronavirus"
2020-03-13,"canadian prime minister justin trudeau's wife sophie has tested positive for coronavirus the prime minister does not have symptoms but will be in isolation for days"
2020-03-13,"disney is closing walt disney world its flagship theme park resort in florida because of the coronavirus outbreak the company closed its disneyland resort earlier in the day"
2020-03-12,"the church of jesus christ of latterday saints has decided to suspend all public gatherings around the world until further notice due to coronavirus"
2020-03-12,"new york state will have the first public drivethrough coronavirus testing facility on the east coast the governor says"
2020-03-12,"all kentucky public and private schools to cease inperson classes for at least two weeks because of coronavirus"
2020-03-12,"all catholic churches across rome to completely close due to coronavirus"
2020-03-12,"maryland will close all schools for two weeks starting monday and the governor has activated the national guard in the state in response to coronavirus"
2020-03-12,"disneyland in anaheim california is closing due to the coronavirus outbreak the closure follows disney shuttering some of its parks overseas because of the virus"
2020-03-12,"the ncaa cancels march madness tournament due to coronavirus concerns"
2020-03-12,"broadway shows will suspend all performances through april because of the coronavirus pandemic"
2020-03-12,"france will close schools and is advising elderly people to stay at home to try and contain the spread of coronavirus the country's president announces"
2020-03-12,"major league baseball has announced that the start of the season will be delayed by at least two weeks and has canceled the remaining spring training schedule due to coronavirus concerns"
2020-03-12,"utah jazz star donovan mitchell says he is tested positive for coronavirus the nba suspended the season on news of a teammate's illness yesterday"
2020-03-12,"the new york federal reserve vows to pump in over trillion to fight coronaviruslinked disruptions in markets follow live updates"
2020-03-12,"schools colleges and childcare facilities will be closed in the republic of ireland from friday as part of a nationwide effort to halt the spread of coronavirus"
2020-03-12,"twitter requires all employees globally to work from home due to coronavirus concerns"
2020-03-12,"actor tom hanks says he and his wife actress rita wilson have been diagnosed with coronavirus"
2020-03-12,"the nba is suspending the rest of the season after a player tests positive for coronavirus the league announces"
2020-03-12,"trump will suspend all us travel to and from europe for the next days due to coronavirus but makes an exception for the uk"
2020-03-11,"washington dc's mayor has declared a state of emergency after at least people have been diagnosed with coronavirus in the district"
2020-03-11,"italy will close all restaurants bars and shops across the country in an effort to curb the spread of coronavirus the country's prime minister says supermarkets and pharmacies will stay open"
2020-03-11,"us travel restrictions on europe are under discussion a homeland security official says due to coronavirus concerns"
2020-03-11,"the ncaa recommends that march madness be played without spectators due to coronavirus concerns the tournament is scheduled to start march"
2020-03-11,"the world health organization officially declares the coronavirus outbreak a pandemic"
2020-03-11,"us stocks open in the red as worries about the coronavirus outbreak once again take over the dow opened points or lower the sampp kicked off lower the nasdaq composite fell"
2020-03-11,"there are now at least coronavirus cases in the us a a number that has doubled since sunday follow live updates"
2020-03-10,"the coachella and stagecoach music festivals have been postponed until october due to coronavirus concerns follow live updates"
2020-03-10,"google is asking all of its employees across north america to work from home through april due to coronavirus"
2020-03-10,"the new york international auto show one of the most important for the auto industry in the us has been postponed due to coronavirus fears"
2020-03-10,"walmart announced an emergency leave policy tuesday after one of its store associates in kentucky tested positive for coronavirus according to a company memo"
2020-03-10,"joe biden and bernie sanders cancel rallies scheduled for tonight in cleveland over coronavirus concerns follow live updates"
2020-03-10,"coachella will be delayed over coronavirus concerns two sources tell cnn the annual music event typically attracts about attendees per day to indio california"
2020-03-10,"new york gov andrew cuomo announces plans for a containment area north of new york city as the state works to stop the spread of coronavirus"
2020-03-10,"every country in the european union now has cases of coronavirus the european centre for disease prevention and control confirms follow live updates"
2020-03-10,"wheel of fortune will go without a studio audience indefinitely out of concern over the spread of coronavirus a source close to the show says"
2020-03-10,"new sec becomes the first federal agency to ask dc employees to work from home over potential coronavirus case"
2020-03-09,"the whole country of italy is now on lockdown to protect citizens from coronavirus italian prime minister giuseppe conte says follow live updates"
2020-03-09,"the new york stock exchange halted stock trading for minutes after the sampp fell on monday stocks plummeted as worries about the growing global coronavirus pandemic and an oil price race to the bottom weighed on global financial markets"
2020-03-09,"global stocks are plummeting monday as the novel coronavirus outbreak and an oil crash rattle investors"
2020-03-08,"connecticut confirms its first case of coronavirus and oregon's governor declares a state of emergency follow live updates"
2020-03-08,"italy prohibits travel and cancels all public events in its northern region to contain coronavirus"
2020-03-08,"there are now confirmed coronavirus cases in the us"
2020-03-08,"currently there are about coronavirus tests available for the american public us surgeon general dr jerome adams says follow live updates"
2020-03-08,"when first responders got to a washington nursing home hardhit by coronavirus they found an understaffed facility with inadequate gear attempting to serve dozens of vulnerable patients"
2020-03-08,"iran coronavirus cases surge and the death toll reaches"
2020-03-08,"italian prime minister has signed a decree that will put most of northern italy under lockdown because of the coronavirus outbreak"
2020-03-07,"washington dc records its first presumptive positive coronavirus case according to the mayor's office follow live updates"
2020-03-07,"a person who attended cpac last week tested positive for coronavirus many officials including trump and pence were also at the conference"
2020-03-07,"confirmed cases of coronavirus in italy jump by in a day bringing the country's total to follow live updates"
2020-03-07,"a navy sailor stationed in italy tested positive for coronavirus marking the first positive case of a us servicemember in europe"
2020-03-06,"at least people aboard the grand princess cruise ship off the california coast tested positive for coronavirus vice president mike pence says"
2020-03-06,"new cdc guidance says older adults and people with severe chronic medical conditions should stay at home as much as possible due to coronavirus"
2020-03-06,"just in south by southwest the annual tech film and music conference in austin has officially been canceled because of the coronavirus"
2020-03-06,"the white house cancels a presidential visit to the centers for disease control and prevention in atlanta citing the interference a trip may cause as the coronavirus outbreak grows"
2020-03-06,"colorado officials announced a presumptive positive case of coronavirus the statea cent s first case follow live updates"
2020-03-05,"the us department of homeland security refused entry into the country to people within the past month because of the coronavirus dhs data shows"
2020-03-05,"just in senate approves sweeping billion coronavirus response package"
2020-03-04,"the house has passed an billion coronavirus response package with broad bipartisan support the legislation now moves to the senate"
2020-03-04,"california records its first coronavirus death an elderly patient who had underlying health conditions follow live updates"
2020-03-04,"italy is closing all schools and universities across the country until march in an effort to prevent the further spread of coronavirus"
2020-03-04,"congressional lawmakers strike a deal on a multibillion dollar spending package to fund the us response to the coronavirus outbreak"
2020-03-04,"vice president pence says the administration is sending new coronavirus guidance for nursing homes after a facility outside of seattle has become a hotbed of infections follow live updates"
2020-03-04,"yeshiva university in new york says one of its students has tested positive for coronavirus the third reported case in the state follow live updates"
2020-03-03,"us navy ships will stay at sea for at least days after visiting any port in europe in order to help prevent the spread of the coronavirus"
2020-03-03,"the first presumptive case of coronavirus in north carolina is linked to a seattlearea nursing home facility where five residents were sick and later died officials say"
2020-03-03,"google is canceling google io an annual developer conference and its biggest event of the year because of concerns about the coronavirus"
2020-03-03,"breaking the federal reserve has slashed interest rates by half a percentage point amid concerns that the coronavirus outbreak could damage the us economy it is the first unscheduled emergency rate cut since"
2020-03-02,"more people have died in the us from the novel coronavirus officials say bringing the total to all in washington state"
2020-03-02,"the dow rallies more than points after last week's coronaviruslinked losses"
2020-03-02,"almost times more coronavirus cases were reported outside china than inside in the last hours who says"
2020-03-01,"president trump is expected to visit the cdc headquarters this week it is unclear if vice president pence who is in charge of the administration's response to the coronavirus outbreak will join him"
2020-03-01,"rhode island confirms its first presumptive coronavirus case state health officials say the unidentified individual had traveled to italy in midfebruary follow live updates"
2020-03-01,"this is really a time for us to come together vice president mike pence says on concerns of politicizing the coronavirus because remember we are talking about the health and lives of the american people cnnsotu"
2020-03-01,"president trump in a tweet announces people will be screened for coronavirus upon arriving in the us if they are traveling from highrisk countries follow live updates"
2020-02-29,"the us surgeon general urged people to stop buying face masks saying they are not effective in preventing the general public from getting coronavirus but that a shortage could mean they are not available to healthcare providers who are most at risk"
2020-02-29,"the trump administration announces new travel restrictions for iran italy and south korea in response to the spread of coronavirus"
2020-02-29,"one person with coronavirus has died washington state health officials say this is the first death in the us from the disease follow live updates"
2020-02-29,"a presumptive case of coronavirus in oregon is thought to be the third in the us from community transmission but the cdc has not yet confirmed the state's test"
2020-02-29,"a case of coronavirus in california is the second in the us of unknown origin health officials say"
2020-02-28,"the dow opened points down marking its seventhstraight day in the red as coronavirus fears continue to mount"
2020-02-28,"a woman in her s is the fifth passenger on the diamond princess cruise ship to die from coronavirus japan's health ministry says"
2020-02-28,"next week's geneva motor show has been canceled over coronavirus fears more than people typically attend"
2020-02-28,"parts of iran affected by the novel coronavirus have cancelled friday prayers a decision made only in exceptional circumstances"
2020-02-28,"south korea has confirmed an additional cases of the novel coronavirus bringing the national total to cases the largest outbreak outside of mainland china"
2020-02-28,"the us navy has ordered all ships that have visited countries in the pacific region to effectively selfquarantine and remain at sea for days in order to monitor sailors for any coronavirus symptoms"
2020-02-27,"a health and human services whistleblower claims us workers did not have proper training or protective gear when they received coronavirus evacuees from china"
2020-02-27,"just in the dow plunged more than points and closed in the red as worries about the coronavirus mounted it was the index's worst oneday point drop in history"
2020-02-27,"saudi arabia suspends pilgrimages to islam's holiest sites for people outside the country over novel coronavirus fears"
2020-02-27,"aoei would think usually you might put a medical professional in chargea amy klobuchar reacts to president trump putting vice president pence in charge of the effort to prevent a coronavirus outbreak in the us cnntownhall"
2020-02-26,"a yearold man who arrived in brazil from italy is latin america's first coronavirus patient authorities are mapping who he had contact with follow live updates"
2020-02-26,"bernie sanders and joe biden go after president trump on his coronavirus response demdebate"
2020-02-25,"the dow tumbles points as coronavirus fears continue"
2020-02-25,"the coronavirus has met two of three criteria for a global pandemic and containment at us borders is harder and harder the cdc says"
2020-02-25,"the latest tally of novel coronavirus cases in the united states has jumped to the cdc says the new total now includes passengers from the diamond princess cruise ship"
2020-02-23,"italian authorities announce sweeping closures in the country's north as they scramble to contain europe's biggest coronavirus outbreak and search for patient zero"
2020-02-21,"eleven americans who were evacuated from a cruise ship in japan tested positive for coronavirus in omaha nebraska the hospital says"
2020-02-20,"two passengers of the diamond princess cruise ship have died from the coronavirus officials say follow live updates"
2020-02-18,"the coronavirus has now killed more than people across the globe and sickened more than follow live updates"
2020-02-18,"the number of coronavirus cases worldwide tops after china reports more than new confirmed cases follow live updates for the latest on the outbreak"
2020-02-17,"apple says the coronavirus outbreak is limiting how many devices it can make and sell in china and that it does not expect to meet revenue projections it provided last month"
2020-02-17,"delta air lines says it is contacting passengers who were on a recent flight between honolulu and nagoya japan after reports that two passengers are being treated for coronavirus"
2020-02-17,"nearly half of china's population a million people a is living under some form of travel restrictions due to the coronavirus outbreak according to analysis done by cnn follow live updates"
2020-02-17,"more people from the diamond princess cruise ship have tested positive for novel coronavirus japanese officials say ita cent s the largest singleday increase of cases stemming from the ship to date"
2020-02-17,"fourteen americans from the diamond princess who are on government charter flights back to the us have tested positive for coronavirus"
2020-02-16,"people died due to the coronavirus in china's hubei province sunday bringing the global death toll to more than people worldwide have contracted the virus"
2020-02-16,"italian foreign minister luigi di maio announces his government is planning to bring back italians currently quarantined on the diamond princess cruise in japan due to the coronavirus outbreak follow live updates"
2020-02-15,"the us government is preparing to evacuate americans who have been quarantined on a cruise ship in japan for over a week after dozens on board tested positive for novel coronavirus earlier this month"
2020-02-15,"a chinese tourist in france has died becoming the first person to die from the novel coronavirus in europe follow live updates"
2020-02-15,"the us will evacuate the roughly americans on the diamond princess cruise ship under quarantine in japan because of coronavirus the wall street journal reports"
2020-02-15,"san diego county in california has declared a precautionary local emergency because of concerns over the novel coronavirus county officials said"
2020-02-14,"a lockdown at lake brantley high school in altamonte springs florida was lifted after authorities found a student with a weapon a school spokesperson says"
2020-02-14,"officials at lake brantley high school in altamonte springs florida say the school is on lockdown as authorities investigate a social media threat"
2020-02-13,"novel coronavirus can be spread by people who arena cent t exhibiting symptoms the director of the us centers for disease control and prevention confirms"
2020-02-13,"the cruise ship that was refused entry by four countries despite having no coronavirus cases onboard has finally been allowed to dock in cambodia and let its passengers disembark"
2020-02-13,"china recorded more than new coronavirus infections in one day the rise comes from a tweak in how authorities are tallying infections follow live updates"
2020-02-12,"the chinese grand prix originally scheduled for april is postponed due to the deadly coronavirus outbreak formula one announces"
2020-02-11,"the quarantine has ended for all coronavirus evacuees at a california air force base and officials say the group poses no health risk follow live updates"
2020-02-11,"federal reserve chairman jerome powell warns congress that the coronavirus could hurt the global economy follow live updates"
2020-02-11,"the first us evacuee from china known to be infected with the wuhan coronavirus was mistakenly released from a san diego hospital"
2020-02-10,"the global death toll from wuhan coronavirus has passed according to authorities more than people have been infected follow the latest updates"
2020-02-09,"the global death toll from the wuhan coronavirus is at least people surpassing the number of fatalities from the deadly sars outbreak follow live updates"
2020-02-08,"on the deadliest day of the wuhan coronavirus outbreak with fatalities in mainland china the us embassy confirmed the first death of a us citizen from the virus"
2020-02-07,"a chicagoarea husband and wife who were treated for coronavirus have been discharged and are in isolation at their home a hospital spokesperson says"
